Ticker,Link,Labels
BBT,https://seekingalpha.com/article/3449176-bb-and-t-corporation-bbt-mergers-and-acquisitions-results-earnings-call-transcript?part=single,[]
BBT,https://seekingalpha.com/article/3331855-bb-and-ts-bbt-ceo-kelly-king-on-q2-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.69 <span class=""""> </span></div>\n<div>Revenue of $2.37B (+ 1.3% Y/Y) <span class=""red""> misses by $-40M</span></div>\n</div>]"
BBT,https://seekingalpha.com/article/3098376-bb-and-ts-bbt-ceo-kelly-king-on-q1-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.68 <span class=""red"">misses by $-0.02</span></div>\n<div>Revenue of $2.35B (+ 1.7% Y/Y) <span class=""red""> misses by $-10M</span></div>\n</div>]"
BBT,https://seekingalpha.com/article/2841676-bb-and-ts-bbt-ceo-kelly-king-on-q4-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.76 <span class=""green"">beats by $0.03</span></div>\n<div>Revenue of $2.38B (+ 0.0% Y/Y) <span class=""green""> beats by $50M</span></div>\n</div>]"
BBT,https://seekingalpha.com/article/2567545-bb-and-ts-bbt-ceo-kelly-king-on-q3-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.71 <span class=""""> </span></div>\n<div>Revenue of $2.32B (- 1.7% Y/Y) <span class=""green""> beats by $20M</span></div>\n</div>]"
BBT,https://seekingalpha.com/article/2327355-bb-and-t-corporations-bbt-ceo-kelly-king-on-q2-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.7 <span class=""red"">misses by $-0.05</span></div>\n<div>Revenue of $2.31B (- 7.6% Y/Y) <span class=""red""> misses by $-10M</span></div>\n</div>]"
BBT,https://seekingalpha.com/article/2147383-bb-and-ts-ceo-discusses-q1-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.69 <span class=""red"">misses by $-0.01</span></div>\n<div>Revenue of $2.29B (- 6.9% Y/Y) <span class=""red""> misses by $-20M</span></div>\n</div>]"
BBT,https://seekingalpha.com/article/1949841-bb-and-t-management-discusses-q4-2013-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.75 <span class=""green"">beats by $0.03</span></div>\n<div>Revenue of $2.38B (- 5.9% Y/Y) <span class=""green""> beats by $10M</span></div>\n</div>]"
BDX,https://seekingalpha.com/article/4068006-becton-dickinson-and-co-bdx-q2-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.3 <span class=""green"">beats by $0.07</span></div>\n<div>Revenue of $2.97B (- 3.3% Y/Y) <span class=""green""> beats by $50M</span></div>\n</div>]"
BDX,https://seekingalpha.com/article/4042158-becton-dickinson-and-co-bdx-ceo-vince-forlenza-f1q-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.33 <span class=""green"">beats by $0.21</span></div>\n<div>Revenue of $2.92B (- 2.3% Y/Y) <span class=""green""> beats by $60M</span></div>\n</div>]"
BDX,https://seekingalpha.com/article/4018950-becton-dickinson-and-co-bdx-q4-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.12 <span class=""green"">beats by $0.03</span></div>\n<div>Revenue of $3.23B (+ 5.6% Y/Y) <span class=""green""> beats by $10M</span></div>\n</div>]"
BDX,https://seekingalpha.com/article/3995893-becton-dickinson-and-co-bdx-vincent-forlenza-q3-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.35 <span class=""green"">beats by $0.14</span></div>\n<div>Revenue of $3.2B (+ 2.2% Y/Y) <span class=""red""> misses by $-10M</span></div>\n</div>]"
BDX,https://seekingalpha.com/article/3971850-becton-dickinson-and-co-bdx-vincent-forlenza-q2-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.18 <span class=""green"">beats by $0.16</span></div>\n<div>Revenue of $3.07B (+ 49.8% Y/Y) <span class=""""> </span></div>\n</div>]"
BDX,https://seekingalpha.com/article/3861136-becton-dickinson-and-co-bdx-vincent-forlenza-q1-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.96 <span class=""green"">beats by $0.12</span></div>\n<div>Revenue of $2.99B (+ 45.9% Y/Y) <span class=""red""> misses by $-40M</span></div>\n</div>]"
BDX,https://seekingalpha.com/article/3644556-becton-dickinson-and-co-bdx-vincent-forlenza-q4-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.94 <span class=""green"">beats by $0.04</span></div>\n<div>Revenue of $3.1B (+ 40.9% Y/Y) <span class=""green""> beats by $60M</span></div>\n</div>]"
BDX,https://seekingalpha.com/article/3408296-becton-dickinson-and-co-bdx-vincent-a-forlenza-on-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.05 <span class=""green"">beats by $0.04</span></div>\n<div>Revenue of $3.12B (+ 44.4% Y/Y) <span class=""red""> misses by $-10M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/4083434-bed-bath-and-beyonds-bbby-ceo-steven-temares-q1-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.53 <span class=""red"">misses by $-0.13</span></div>\n<div>Revenue of $2.74B (+ 0.0% Y/Y) <span class=""red""> misses by $-50M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/4060647-bed-bath-and-beyonds-bbby-ceo-steven-temares-q4-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.84 <span class=""green"">beats by $0.07</span></div>\n<div>Revenue of $3.5B (+ 2.3% Y/Y) <span class=""""> </span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/4032131-bed-bath-and-beyonds-bbby-ceo-steven-temares-q3-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.85 <span class=""red"">misses by $-0.13</span></div>\n<div>Revenue of $2.96B (+ 0.3% Y/Y) <span class=""red""> misses by $-50M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/4007723-bed-bath-and-beyonds-bbby-ceo-steven-temares-q2-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.11 <span class=""red"">misses by $-0.06</span></div>\n<div>Revenue of $2.99B (+ 49.5% Y/Y) <span class=""red""> misses by $-60M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/3983782-bed-bath-and-beyonds-bbby-ceo-steven-temares-q1-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.8 <span class=""red"">misses by $-0.06</span></div>\n<div>Revenue of $2.74B (+ 0.0% Y/Y) <span class=""red""> misses by $-40M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/3958706-bed-bath-and-beyonds-bbby-ceo-steven-temares-q4-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.85 <span class=""green"">beats by $0.04</span></div>\n<div>Revenue of $3.42B (+ 2.4% Y/Y) <span class=""green""> beats by $30M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/3797566-bed-bath-and-beyonds-bbby-ceo-steven-temares-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.09 <span class=""""> </span></div>\n<div>Revenue of $2.95B (+ 0.3% Y/Y) <span class=""red""> misses by $-20M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/3532666-bed-bath-and-beyonds-bbby-ceo-steven-temares-q2-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.21 <span class=""""> </span></div>\n<div>Revenue of $2.99B (+ 1.7% Y/Y) <span class=""red""> misses by $-40M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/3282085-bed-bath-and-beyonds-bbby-ceo-steven-temares-on-q1-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.93 <span class=""red"">misses by $-0.01</span></div>\n<div>Revenue of $2.74B (+ 3.0% Y/Y) <span class=""""> </span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/3058526-bed-bath-and-beyonds-bbby-ceo-steven-temareson-q4-2014results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.8 <span class=""""> </span></div>\n<div>Revenue of $3.34B (+ 4.4% Y/Y) <span class=""red""> misses by $-30M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/2808055-bed-bath-and-beyonds-bbby-ceo-steven-temares-on-q3-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.19 <span class=""""> </span></div>\n<div>Revenue of $2.94B (+ 2.8% Y/Y) <span class=""red""> misses by $-30M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/2516315-bed-bath-and-beyonds-bbby-ceo-steven-temares-on-q2-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.17 <span class=""green"">beats by $0.03</span></div>\n<div>Revenue of $2.94B (+ 4.3% Y/Y) <span class=""green""> beats by $50M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/2286853-bed-bath-and-beyonds-bbby-ceo-steven-temares-on-q1-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.93 <span class=""red"">misses by $-0.02</span></div>\n<div>Revenue of $2.66B (+ 1.9% Y/Y) <span class=""red""> misses by $-30M</span></div>\n</div>]"
BBBY,https://seekingalpha.com/article/2134333-bed-bath-and-beyonds-ceo-discusses-q4-2013-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.6 <span class=""""> </span></div>\n<div>Revenue of $3.2B (- 5.9% Y/Y) <span class=""red""> misses by $-20M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/4076731-best-buys-bby-ceo-hubert-joly-q1-2018-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.6 <span class=""green"">beats by $0.20</span></div>\n<div>Revenue of $8.5B (+ 0.7% Y/Y) <span class=""green""> beats by $220M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/4051113-best-buys-bby-ceo-hubert-joly-q4-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.95 <span class=""green"">beats by $0.28</span></div>\n<div>Revenue of $13.48B (- 1.0% Y/Y) <span class=""red""> misses by $-140M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/4024373-best-buys-bby-ceo-hubert-joly-q3-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.62 <span class=""green"">beats by $0.15</span></div>\n<div>Revenue of $8.95B (+ 1.5% Y/Y) <span class=""green""> beats by $100M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/4001553-best-buys-bby-ceo-hubert-joly-q2-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.57 <span class=""green"">beats by $0.14</span></div>\n<div>Revenue of $8.53B (+ 0.0% Y/Y) <span class=""green""> beats by $130M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/3977480-best-buys-bby-ceo-hubert-joly-q1-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.44 <span class=""green"">beats by $0.09</span></div>\n<div>Revenue of $8.44B (- 1.4% Y/Y) <span class=""""> </span></div>\n</div>]"
BBY,https://seekingalpha.com/article/3930276-best-buy-bby-hubert-joly-q4-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.53 <span class=""green"">beats by $0.14</span></div>\n<div>Revenue of $13.62B (- 4.2% Y/Y) <span class=""green""> beats by $10M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/3699446-best-buy-bby-hubert-joly-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.41 <span class=""green"">beats by $0.06</span></div>\n<div>Revenue of $8.82B (- 2.3% Y/Y) <span class=""red""> misses by $-40M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/3465536-best-buy-bby-hubert-joly-q2-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.49 <span class=""green"">beats by $0.15</span></div>\n<div>Revenue of $8.53B (+ 0.8% Y/Y) <span class=""green""> beats by $240M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/3203116-best-buy-bby-hubert-joly-on-q1-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.37 <span class=""green"">beats by $0.08</span></div>\n<div>Revenue of $8.56B (- 0.9% Y/Y) <span class=""green""> beats by $100M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/2969476-best-buys-bby-ceo-hubert-joly-on-q4-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.48 <span class=""green"">beats by $0.13</span></div>\n<div>Revenue of $14.21B (+ 1.3% Y/Y) <span class=""red""> misses by $-140M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/2699415-best-buys-bby-ceo-hubert-joly-on-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.32 <span class=""green"">beats by $0.07</span></div>\n<div>Revenue of $9.38B (+ 0.5% Y/Y) <span class=""green""> beats by $270M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/2451975-best-buys-bby-ceo-hubert-joly-on-q2-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.44 <span class=""green"">beats by $0.13</span></div>\n<div>Revenue of $8.89B (- 4.0% Y/Y) <span class=""red""> misses by $-100M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/2233493-best-buys-bby-ceo-hubert-joly-on-q1-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $0.33 <span class=""green"">beats by $0.13</span></div>\n<div>Revenue of $9.03B (- 3.4% Y/Y) <span class=""red""> misses by $-170M</span></div>\n</div>]"
BBY,https://seekingalpha.com/article/2054033-best-buy-co-s-ceo-discusses-q4-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.24 <span class=""green"">beats by $0.23</span></div>\n<div>Revenue of $14.47B (- 13.4% Y/Y) <span class=""red""> misses by $-190M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/4065270-biogen-biib-q1-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.2 <span class=""green"">beats by $0.22</span></div>\n<div>Revenue of $2.81B (+ 2.9% Y/Y) <span class=""green""> beats by $80M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/4040412-biogen-biib-q4-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.04 <span class=""green"">beats by $0.08</span></div>\n<div>Revenue of $2.87B (+ 1.1% Y/Y) <span class=""red""> misses by $-70M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/4015213-biogen-biib-q3-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.19 <span class=""green"">beats by $0.22</span></div>\n<div>Revenue of $2.96B (+ 6.5% Y/Y) <span class=""green""> beats by $50M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/3990284-biogen-biib-george-scangos-q2-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.21 <span class=""green"">beats by $0.53</span></div>\n<div>Revenue of $2.89B (+ 11.6% Y/Y) <span class=""green""> beats by $100M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/3967015-biogen-biib-george-scangos-q1-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.79 <span class=""green"">beats by $0.32</span></div>\n<div>Revenue of $2.73B (+ 7.1% Y/Y) <span class=""red""> misses by $-20M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/3839646-biogen-biib-george-scangos-q4-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.5 <span class=""green"">beats by $0.42</span></div>\n<div>Revenue of $2.84B (+ 7.6% Y/Y) <span class=""green""> beats by $130M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/3589906-biogens-biib-ceo-george-scangos-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.48 <span class=""green"">beats by $0.68</span></div>\n<div>Revenue of $2.78B (+ 10.8% Y/Y) <span class=""green""> beats by $130M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/3355545-biogen-biib-george-a-scangos-ph-d-on-q2-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.22 <span class=""green"">beats by $0.12</span></div>\n<div>Revenue of $2.59B (+ 7.0% Y/Y) <span class=""red""> misses by $-120M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/3101146-biogen-biib-george-a-scangos-ph-d-on-q1-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $3.82 <span class=""red"">misses by $-0.09</span></div>\n<div>Revenue of $2.55B (+ 19.7% Y/Y) <span class=""red""> misses by $-110M</span></div>\n</div>]"
BIIB,https://seekingalpha.com/article/2867056-biogen-idecs-biib-ceo-george-scangos-on-q4-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.09 <span class=""green"">beats by $0.31</span></div>\n<div>Revenue of $2.64B (+ 34.0% Y/Y) <span class=""""> </span></div>\n</div>]"
BLK,https://seekingalpha.com/article/4063419-blackrocks-blk-ceo-laurence-fink-q1-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.25 <span class=""green"">beats by $0.36</span></div>\n<div>Revenue of $2.82B (+ 7.6% Y/Y) <span class=""red""> misses by $-30M</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/4036742-blackrocks-blk-ceo-laurence-d-fink-q4-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.14 <span class=""green"">beats by $0.10</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/4012948-blackrocks-blk-ceo-laurence-fink-q3-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.14 <span class=""green"">beats by $0.16</span></div>\n<div>Revenue of $2.84B (- 2.4% Y/Y) <span class=""red""> misses by $-30M</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/3988514-blackrocks-blk-ceo-laurence-d-fink-q2-2016-results-earnings-call-transcript?part=single,[]
BLK,https://seekingalpha.com/article/3965176-blackrocks-blk-ceo-laurence-d-fink-q1-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.25 <span class=""red"">misses by $-0.04</span></div>\n<div>Revenue of $2.62B (- 3.7% Y/Y) <span class=""red""> misses by $-110M</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/3813686-blackrock-blk-ceo-laurence-douglas-fink-q4-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.75 <span class=""red"">misses by $-0.06</span></div>\n<div>Revenue of $2.86B (+ 2.9% Y/Y) <span class=""green""> beats by $20M</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/3572556-blackrock-blk-ceo-laurence-douglas-fink-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5 <span class=""green"">beats by $0.43</span></div>\n<div>Revenue of $2.91B (+ 2.1% Y/Y) <span class=""green""> beats by $90M</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/3328225-blackrock-blk-laurence-douglas-fink-on-q2-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.96 <span class=""green"">beats by $0.16</span></div>\n<div>Revenue of $2.91B (+ 4.7% Y/Y) <span class=""green""> beats by $60M</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/3075626-blackrocks-blk-ceo-laurence-fink-on-q1-2015-earnings-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.89 <span class=""green"">beats by $0.37</span></div>\n<div>Revenue of $2.72B (+ 1.9% Y/Y) <span class=""red""> misses by $-70M</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/2825196-blackrocks-blk-ceo-larry-fink-on-q4-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $4.82 <span class=""green"">beats by $0.12</span></div>\n</div>]"
BLK,https://seekingalpha.com/article/2565055-blackrocks-blk-ceo-laurence-fink-on-q3-2014-earnings-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $5.21 <span class=""green"">beats by $0.55</span></div>\n<div>Revenue of $2.85B (+ 15.4% Y/Y) <span class=""green""> beats by $30M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/4081263-h-and-r-blocks-hrb-ceo-william-cobb-q4-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $3.76 <span class=""green"">beats by $0.23</span></div>\n<div>Revenue of $2.33B (+ 1.3% Y/Y) <span class=""green""> beats by $10M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/4053428-h-and-r-blocks-hrb-ceo-bill-cobb-q3-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.49 <span class=""green"">beats by $0.01</span></div>\n<div>Revenue of $452M (- 4.8% Y/Y) <span class=""green""> beats by $5.61M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/4028993-h-and-r-blocks-hrb-ceo-bill-cobb-q2-2017-results-earnings-call-transcript?part=single,[]
HRB,https://seekingalpha.com/article/4003196-h-and-r-blocks-hrb-ceo-bill-cobb-q1-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.55 <span class=""red"">misses by $-0.02</span></div>\n<div>Revenue of $125.18M (- 9.1% Y/Y) <span class=""red""> misses by $-7.44M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/3981141-h-and-r-block-hrb-william-cobb-q4-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $3.16 <span class=""green"">beats by $0.01</span></div>\n<div>Revenue of $2.3B (+ 0.0% Y/Y) <span class=""green""> beats by $20M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/3954076-h-and-r-block-hrb-william-c-cobb-q3-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.34 <span class=""red"">misses by $-0.10</span></div>\n<div>Revenue of $475M (- 6.7% Y/Y) <span class=""red""> misses by $-26.78M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/3483346-h-and-r-blocks-hrb-ceo-bill-cobb-discusses-q1-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.35 <span class=""green"">beats by $0.05</span></div>\n<div>Revenue of $137.72M (+ 3.1% Y/Y) <span class=""green""> beats by $1.72M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/3244896-h-and-r-block-hrb-william-c-cobb-on-q4-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.75 <span class=""""> </span></div>\n<div>Revenue of $3.02B (+ 18.0% Y/Y) <span class=""""> </span></div>\n</div>]"
HRB,https://seekingalpha.com/article/2974996-h-and-r-block-hrb-william-c-cobb-on-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.13 <span class=""green"">beats by $0.04</span></div>\n<div>Revenue of $509.07M (+ 154.8% Y/Y) <span class=""red""> misses by $-8.63M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/2469385-h-and-r-blocks-hrb-ceo-bill-cobb-on-q1-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.4 <span class=""red"">misses by $-0.02</span></div>\n<div>Revenue of $134M (+ 5.3% Y/Y) <span class=""green""> beats by $3.82M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/2263663-h-and-r-blocks-hrb-ceo-bill-cobb-on-q4-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $3.36 <span class=""green"">beats by $0.13</span></div>\n<div>Revenue of $2.56B (+ 16.4% Y/Y) <span class=""green""> beats by $70M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/2073643-h-and-r-block-management-discusses-q3-2014-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.77 <span class=""red"">misses by $-0.66</span></div>\n<div>Revenue of $199M (- 57.8% Y/Y) <span class=""red""> misses by $-320.31M</span></div>\n</div>]"
HRB,https://seekingalpha.com/article/1671192-h-and-r-block-management-discusses-q1-2014-results-earnings-call-transcript?part=single,[]
HRB,https://seekingalpha.com/article/1498532-h-and-r-block-management-discusses-q4-2013-results-earnings-call-transcript?part=single,[]
HRB,https://seekingalpha.com/article/1258061-h-and-r-block-management-discusses-q3-2013-results-earnings-call-transcript?part=single,[]
BA,https://seekingalpha.com/article/4065693-boeing-ba-q1-2017-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.01 <span class=""green"">beats by $0.06</span></div>\n<div>Revenue of $20.98B (- 7.3% Y/Y) <span class=""red""> misses by $-370M</span></div>\n</div>]"
BA,https://seekingalpha.com/article/4039526-boeing-companys-ba-ceo-dennis-muilenburg-q4-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.47 <span class=""green"">beats by $0.12</span></div>\n<div>Revenue of $23.29B (- 1.2% Y/Y) <span class=""green""> beats by $100M</span></div>\n</div>]"
BA,https://seekingalpha.com/article/4015315-boeing-ba-q3-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $3.51 <span class=""green"">beats by $0.89</span></div>\n<div>Revenue of $23.9B (- 7.5% Y/Y) <span class=""green""> beats by $260M</span></div>\n</div>]"
BA,https://seekingalpha.com/article/3992244-boeing-ba-dennis-muilenburg-q2-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $-0.44 <span class=""green"">beats by $0.48</span></div>\n<div>Revenue of $24.8B (+ 1.1% Y/Y) <span class=""green""> beats by $760M</span></div>\n</div>]"
BA,https://seekingalpha.com/article/3968635-boeing-ba-dennis-muilenburg-q1-2016-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.74 <span class=""red"">misses by $-0.09</span></div>\n<div>Revenue of $22.63B (+ 2.2% Y/Y) <span class=""green""> beats by $1.19B</span></div>\n</div>]"
BA,https://seekingalpha.com/article/3840436-boeing-co-ba-ceo-dennis-muilenburg-q4-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.6 <span class=""green"">beats by $0.34</span></div>\n<div>Revenue of $23.6B (- 3.6% Y/Y) <span class=""green""> beats by $50M</span></div>\n</div>]"
BA,https://seekingalpha.com/article/3590246-boeing-ba-dennis-muilenburg-q3-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $2.52 <span class=""green"">beats by $0.30</span></div>\n<div>Revenue of $25.85B (+ 8.7% Y/Y) <span class=""green""> beats by $1.1B</span></div>\n</div>]"
BA,https://seekingalpha.com/article/3347295-the-boeing-ba-dennis-a-muilenburg-on-q2-2015-results-earnings-call-transcript?part=single,"[<div class=""data-line"">\n<div>EPS of $1.62 <span class=""green"">beats by $0.25</span></div>\n<div>Revenue of $24.54B (+ 11.3% Y/Y) <span class=""green""> beats by $320M</span></div>\n</div>]"
